1571964935642,1,0
1571964937743,1,1
1571964938544,2,0
1571964940602,2,1
1571964941404,2,0
1571964943460,2,1
1571964944261,1,0
1571964946315,1,1
1571964947117,2,0
1571964949171,2,1
1571964949972,2,0
1571964952026,2,1
1571964952827,2,0
1571964954881,2,1
1571964955682,1,0
1571964957736,1,1
1571964958537,2,0
1571964960590,2,1
1571964961391,1,0
1571964963446,1,1
1571964964248,1,0
1571964966303,1,1
1571964967105,1,0
1571964969158,1,1
1571964969958,1,0
1571964972011,1,1
1571964972812,2,0
1571964974866,2,1
1571964975667,2,0
1571964977723,2,1
1571964978529,2,0
1571964980588,2,1
1571964981389,2,0
1571964983441,2,1
1571964984242,2,0
1571964986297,2,1
1571964987098,2,0
1571964989154,2,1
1571964989955,2,0
1571964992010,2,1
1571964992811,2,0
1571964994871,2,1
1571964995672,1,0
1571964997735,1,1
1571964998536,2,0
1571965000588,2,1
1571965001388,2,0
1571965003445,2,1
1571965004246,2,0
1571965006311,2,1
1571965007113,2,0
1571965009174,2,1
1571965009975,2,0
1571965012032,2,1
1571965012832,2,0
1571965014887,2,1
1571965015689,2,0
1571965017741,2,1
1571965018542,2,0
1571965020597,2,1
1571965021398,2,0
1571965023456,2,1
1571965024257,2,0
1571965026311,2,1
1571965027112,2,0
1571965029167,2,1
1571965029969,1,0
1571965032023,1,1
1571965032825,2,0
1571965034878,2,1
1571965035679,1,0
1571965037733,1,1
1571965038534,2,0
1571965040588,2,1
1571965041389,2,0
1571965043443,2,1
1571965044244,2,0
1571965046301,2,1
1571965047102,2,0
1571965049156,2,1
1571965049957,2,0
1571965052010,2,1
1571965052811,2,0
1571965054863,2,1
1571965055664,2,0
1571965057720,2,1
1571965058521,2,0
1571965060575,2,1
1571965061375,1,0
1571965063432,1,1
1571965064233,2,0
1571965066287,2,1
1571965067088,2,0
1571965069143,2,1
1571965069944,1,0
1571965071998,1,1
1571965072799,2,0
1571965074860,2,1
1571965075661,2,0
1571965077714,2,1
1571965078515,2,0
1571965080569,2,1
1571965081370,2,0
1571965083425,2,1
1571965084226,2,0
1571965086285,2,1
1571965087086,2,0
1571965089139,2,1
1571965089940,2,0
1571965091998,2,1
1571965092800,2,0
1571965094861,2,1
1571965095662,2,0
1571965097716,2,1
1571965098517,2,0
1571965100574,2,1
1571965101375,2,0
1571965103429,2,1
1571965104230,2,0
1571965106283,2,1
1571965107083,2,0
1571965109140,2,1
1571965109941,2,0
1571965111992,2,1
1571965112793,2,0
1571965114852,2,1
1571965115653,2,0
1571965117706,2,1
1571965118507,2,0
1571965120560,2,1
1571965121361,1,0
1571965123413,1,1
1571965124215,2,0
1571965126275,2,1
1571965127076,1,0
1571965129132,1,1
1571965129932,2,0
1571965131987,2,1
1571965132788,2,0
1571965133859,2,1
1571965134659,1,0
1571965136710,1,1
1571965137511,2,0
1571965139566,2,1
1571965140367,2,0
1571965142471,2,1
1571965143271,2,0
1571965145327,2,1
1571965146128,2,0
1571965148182,2,1
1571965148983,1,0
1571965151041,1,1
1571965151841,2,0
1571965153892,2,1
1571965154692,2,0
1571965156744,2,1
1571965157545,2,0
1571965159599,2,1
1571965160400,2,0
1571965162455,2,1
1571965163255,1,0
1571965165309,1,1
1571965166109,2,0
1571965168162,2,1
1571965168963,2,0
1571965171017,2,1
1571965171818,2,0
1571965173876,2,1
1571965174677,2,0
1571965176740,2,1
1571965177541,2,0
1571965179595,2,1
1571965180396,2,0
1571965182447,2,1
1571965183249,2,0
1571965185306,2,1
1571965186107,2,0
1571965188163,2,1
1571965188964,2,0
1571965191017,2,1
1571965191817,2,0
1571965193872,2,1
1571965194673,1,0
1571965196729,1,1
1571965197530,2,0
1571965199588,2,1
1571965200389,2,0
1571965202444,2,1
1571965203245,1,0
1571965205299,1,1
1571965206100,2,0
1571965208157,2,1
1571965208958,1,0
1571965211016,1,1
1571965211817,1,0
1571965213874,1,1
1571965214675,2,0
1571965216729,2,1
1571965217530,2,0
1571965219583,2,1
1571965220384,2,0
1571965222438,2,1
1571965223240,2,0
1571965225299,2,1
1571965226101,2,0
1571965228152,2,1
1571965228953,2,0
1571965231006,2,1
1571965231807,2,0
1571965233862,2,1
1571965234663,2,0
1571965236715,2,1
1571965237516,1,0
1571965239569,1,1
1571965240369,2,0
1571965242422,2,1
1571965243223,2,0
1571965245297,2,1
1571965246099,2,0
1571965248156,2,1
1571965248957,1,0
1571965250024,1,1
1571965250825,2,0
1571965252879,2,1
1571965253680,1,0
1571965255736,1,1
1571965256537,1,0
1571965258590,1,1
1571965259391,2,0
1571965261444,2,1
1571965262246,1,0
1571965264305,1,1
1571965265106,2,0
1571965267156,2,1
1571965267957,2,0
1571965270009,2,1
1571965270810,2,0
1571965272863,2,1
1571965273664,2,0
1571965275717,2,1
1571965276518,2,0
1571965278573,2,1
1571965279373,2,0
1571965281429,2,1
1571965282230,2,0
1571965284284,2,1
1571965285085,1,0
1571965287139,1,1
1571965287940,2,0
1571965289990,2,1
1571965290791,1,0
1571965292844,1,1
1571965293645,2,0
1571965295702,2,1
