2019/09/29 14:28:56:209,1569734936209,52
2019/09/29 14:28:56:211,1569734936211,53
2019/09/29 14:28:56:213,1569734936213,52
2019/09/29 14:28:56:214,1569734936214,52
2019/09/29 14:28:56:215,1569734936215,52
2019/09/29 14:28:56:216,1569734936216,52
2019/09/29 14:28:56:216,1569734936216,52
2019/09/29 14:28:56:219,1569734936219,52
2019/09/29 14:28:56:220,1569734936220,52
2019/09/29 14:28:56:222,1569734936222,52
2019/09/29 14:28:56:223,1569734936223,52
2019/09/29 14:28:56:226,1569734936226,52
2019/09/29 14:28:56:228,1569734936228,52
2019/09/29 14:28:56:229,1569734936229,52
2019/09/29 14:28:56:230,1569734936230,52
2019/09/29 14:28:56:231,1569734936231,52
2019/09/29 14:28:56:234,1569734936234,52
2019/09/29 14:28:56:235,1569734936235,52
2019/09/29 14:28:56:238,1569734936238,52
2019/09/29 14:28:56:240,1569734936240,52
2019/09/29 14:28:56:241,1569734936241,52
2019/09/29 14:28:56:243,1569734936243,52
2019/09/29 14:28:56:245,1569734936245,52
2019/09/29 14:28:56:248,1569734936248,52
2019/09/29 14:28:56:249,1569734936249,51
2019/09/29 14:28:56:251,1569734936251,52
2019/09/29 14:28:56:253,1569734936253,51
2019/09/29 14:28:56:255,1569734936255,52
2019/09/29 14:28:56:256,1569734936256,52
2019/09/29 14:28:56:259,1569734936259,52
2019/09/29 14:28:56:260,1569734936260,52
2019/09/29 14:28:56:263,1569734936263,52
2019/09/29 14:28:56:265,1569734936265,51
2019/09/29 14:28:56:267,1569734936267,52
2019/09/29 14:28:56:269,1569734936269,52
2019/09/29 14:28:56:270,1569734936270,52
2019/09/29 14:28:56:273,1569734936273,52
2019/09/29 14:28:56:274,1569734936274,52
2019/09/29 14:28:56:277,1569734936277,52
2019/09/29 14:28:56:279,1569734936279,52
2019/09/29 14:28:56:280,1569734936280,52
2019/09/29 14:28:56:283,1569734936283,52
2019/09/29 14:28:56:284,1569734936284,52
2019/09/29 14:28:56:286,1569734936286,51
2019/09/29 14:28:56:290,1569734936290,52
2019/09/29 14:28:56:292,1569734936292,52
2019/09/29 14:28:56:293,1569734936293,52
2019/09/29 14:28:56:295,1569734936295,52
2019/09/29 14:28:56:298,1569734936298,52
2019/09/29 14:28:56:299,1569734936299,52
2019/09/29 14:28:56:301,1569734936301,52
2019/09/29 14:28:56:303,1569734936303,51
2019/09/29 14:28:56:305,1569734936305,51
2019/09/29 14:28:56:310,1569734936310,51
2019/09/29 14:28:56:312,1569734936312,52
2019/09/29 14:28:56:314,1569734936314,51
2019/09/29 14:28:56:315,1569734936315,52
2019/09/29 14:28:56:315,1569734936315,52
