1569708084538,1,0
1569708086648,1,1
1569708087449,2,0
1569708089506,2,1
1569708090307,2,0
1569708092362,2,1
1569708093163,1,0
1569708095216,1,1
1569708096017,2,0
1569708098074,2,1
1569708098875,2,0
1569708100929,2,1
1569708101730,2,0
1569708103785,2,1
1569708104586,1,0
1569708106642,1,1
1569708107443,2,0
1569708109499,2,1
1569708110299,1,0
1569708112358,1,1
1569708113159,1,0
1569708115214,1,1
1569708116015,1,0
1569708118068,1,1
1569708118869,1,0
1569708120923,1,1
1569708121724,2,0
1569708123783,2,1
1569708124584,2,0
1569708126639,2,1
1569708127440,2,0
1569708129495,2,1
1569708130296,2,0
1569708132354,2,1
1569708133155,2,0
1569708135208,2,1
1569708136009,2,0
1569708138065,2,1
1569708138866,2,0
1569708140920,2,1
1569708141721,2,0
1569708143778,2,1
1569708144579,1,0
1569708146634,1,1
1569708147435,2,0
1569708149488,2,1
1569708150289,2,0
1569708152346,2,1
1569708153147,2,0
1569708155204,2,1
1569708156005,2,0
1569708158061,2,1
1569708158863,2,0
1569708160916,2,1
1569708161718,2,0
1569708163776,2,1
1569708164577,2,0
1569708166634,2,1
1569708167435,2,0
1569708169489,2,1
1569708170290,2,0
1569708172346,2,1
1569708173147,2,0
1569708175202,2,1
1569708176003,2,0
1569708178058,2,1
1569708178859,1,0
1569708180914,1,1
1569708181715,2,0
1569708183771,2,1
1569708184572,1,0
1569708186628,1,1
1569708187429,2,0
1569708189487,2,1
1569708190288,2,0
1569708192349,2,1
1569708193149,2,0
1569708195206,2,1
1569708196008,2,0
1569708198063,2,1
1569708198864,2,0
1569708200917,2,1
1569708201718,2,0
1569708203778,2,1
1569708204579,2,0
1569708206633,2,1
1569708207434,2,0
1569708209490,2,1
1569708210290,1,0
1569708212349,1,1
1569708213150,2,0
1569708215204,2,1
1569708216005,2,0
1569708218058,2,1
1569708218859,1,0
1569708220915,1,1
1569708221716,2,0
1569708223771,2,1
1569708224572,2,0
1569708226626,2,1
1569708227427,2,0
1569708229479,2,1
1569708230280,2,0
1569708232339,2,1
1569708233140,2,0
1569708235193,2,1
1569708235995,2,0
1569708238051,2,1
1569708238853,2,0
1569708240909,2,1
1569708241710,2,0
1569708243772,2,1
1569708244573,2,0
1569708246632,2,1
1569708247433,2,0
1569708249488,2,1
1569708250289,2,0
1569708252345,2,1
1569708253146,2,0
1569708255203,2,1
1569708256004,2,0
1569708258057,2,1
1569708258858,2,0
1569708260914,2,1
1569708261715,2,0
1569708263773,2,1
1569708264574,2,0
1569708266629,2,1
1569708267429,2,0
1569708269484,2,1
1569708270285,1,0
1569708272342,1,1
1569708273143,2,0
1569708275197,2,1
1569708275998,1,0
1569708278051,1,1
1569708278853,2,0
1569708280906,2,1
1569708281707,2,0
1569708283762,2,1
1569708284563,1,0
1569708286619,1,1
1569708287420,2,0
1569708289476,2,1
1569708290277,2,0
1569708292335,2,1
1569708293136,2,0
1569708295191,2,1
1569708295992,2,0
1569708298046,2,1
1569708298847,1,0
1569708300901,1,1
1569708301702,2,0
1569708303758,2,1
1569708304560,2,0
1569708306614,2,1
1569708307415,2,0
1569708309471,2,1
1569708310272,2,0
1569708312326,2,1
1569708313128,1,0
1569708315180,1,1
1569708315981,2,0
1569708318039,2,1
1569708318841,2,0
1569708320895,2,1
1569708321696,2,0
1569708323753,2,1
1569708324554,2,0
1569708326608,2,1
1569708327409,2,0
1569708329462,2,1
1569708330264,2,0
1569708332318,2,1
1569708333119,2,0
1569708335175,2,1
1569708335976,2,0
1569708338032,2,1
1569708338834,2,0
1569708340889,2,1
1569708341690,2,0
1569708343743,2,1
1569708344545,1,0
1569708346600,1,1
1569708347401,2,0
1569708349457,2,1
1569708350258,2,0
1569708352310,2,1
1569708353111,1,0
1569708355165,1,1
1569708355967,2,0
1569708358022,2,1
1569708358823,1,0
1569708360880,1,1
1569708361681,1,0
1569708363736,1,1
1569708364537,2,0
1569708366593,2,1
1569708367394,2,0
1569708369447,2,1
1569708370249,2,0
1569708372306,2,1
1569708373107,2,0
1569708375159,2,1
1569708375960,2,0
1569708378014,2,1
1569708378815,2,0
1569708380870,2,1
1569708381671,2,0
1569708383728,2,1
1569708384529,2,0
1569708386584,2,1
1569708387385,1,0
1569708389438,1,1
1569708390239,2,0
1569708392295,2,1
1569708393096,2,0
1569708395150,2,1
1569708395952,2,0
1569708398005,2,1
1569708398806,1,0
1569708400860,1,1
1569708401662,2,0
1569708403716,2,1
1569708404517,1,0
1569708406573,1,1
1569708407375,1,0
1569708409430,1,1
1569708410230,2,0
1569708412285,2,1
1569708413086,1,0
1569708415140,1,1
1569708415942,2,0
1569708417997,2,1
1569708418798,2,0
1569708420850,2,1
1569708421651,2,0
1569708423706,2,1
1569708424506,2,0
1569708426563,2,1
1569708427364,2,0
1569708429421,2,1
1569708430222,2,0
1569708432276,2,1
1569708433077,2,0
1569708435131,2,1
1569708435932,1,0
1569708437987,1,1
1569708438787,2,0
1569708440840,2,1
1569708441641,1,0
1569708443694,1,1
1569708444495,2,0
1569708446551,2,1
